"lemma"	"id"	"def"	"pl"
"carita"	"164459"	"going ; moving ; course ; motion (of asterisms) ; acting ; doing ; practice ; behaviour ; acts ; deeds ; adventures ; fixed institute ; proper or peculiar observance ; a Māhātmya"	"X"
"sātvatī"	"112104"	"a princess of the Satvats ; one of 4 divisions of dramatic style ; name of Subhadrā (Arjunas wife)"	"X"
"vikavaca"	"47218"	"armourless"	"X"
"saṃyudh"	"164696"	"to fight together ; to fight with ; to combat ; to oppose"	"X"
"sādhana"	"112138"	"leading to a goal ; effective ; procuring ; denoting ; designating ; expressive of ; lenkend"	"X"
"vikṣip"	"163264"	"to throw asunder or away or about ; to cast hither and thither ; to scatter ; to disperse ; to remove ; to destroy (pain) ; to extend ; to stretch out ; to bend (a bow) ; to draw (a bow-string) ; to handle ; to manage ; to separate ; to cause to deviate in latitude ; to distract (thoughts etc.)"	"X"
"pravṛṣ"	"163070"	"to begin to rain ; to rain ; to shed or shower abundantly with"	"X"
"yūpaketu"	"64969"	"name of Bhūriśravas"	"X"
"kṣiprakārin"	"134762"	"acting or working quickly ; skilful"	"X"
"prāvṛṣ"	"153149"	"the rainy season ; wet season ; rains (the months Āshāḍha and Śravaṇa)"	"X"
"asaṃprāpta"	"60850"	"not arrived at ; not having reached the aim ; not reached or attained (as an object or anything desired)"	"X"
"upakram"	"160353"	"to go near ; to approach ; to come to ; to rush upon ; to attack ; to approach with any object ; to have recourse to ; to set about ; to undertake ; to begin ; to treat ; to attend on (as a physician)"	"X"
"abhivalg"	"158950"	"to jump towards ; (said of boiling water) to bubble up"	"X"
"dhanvin"	"91849"	"the sign of the zodiac Sagittarius ; name of Śiva ; name of Viṣṇu ; name of Arjuna ; Terminalia Arjuna ; Mimusops Elengi ; Alhagi Maurorum ; name of a son of Manu Tāmasa"	"X"
"lohitāy"	"199901"	"to glow red ; to become red (as the sun during sunset)"	"X"
"nibarhaṇa"	"35272"	"destruction ; annihilation"	"X"
"niveśana"	"28048"	"entering ; entrance into (comp.) ; going or bringing to rest ; putting down (the feet) ; introducing ; employing ; fixing ; impressing ; cultivating ; populating (of a land) ; founding a household ; marrying ; marriage ; hiding or dwelling-place of any kind ; nest ; lair ; camp ; house ; home ; town"	"X"
"karakarṣa"	"212380"	"name of a man"	"X"
"śatānīka"	"116569"	"an old man ; a father-in-law ; name of various men ; name of an Asura ; name of a son of Draupadī and Nakula ; name of a brother of king Virāṭa"	"X"
"āraṭṭa"	"59316"	"name of a people and country in Pañcanada or the Pañjab"	"X"
"prasthala"	"198605"	"name of a people"	"X"
"tuṣāra"	"83029"	"frost ; cold ; snow ; mist ; dew ; thin rain ; = -kaṇa ; camphor ; name of a people (?)"	"X"
"pratī"	"162718"	"to go towards or against ; to go to meet (as friend or foe) ; to come back ; to return ; to resort or apply to ; to fall to a person's (dat.) lot or share ; to receive ; to accept ; to admit ; to recognize ; to be certain of ; to be convinced that (2 acc.) ; to trust ; to believe"	"X"
"pratidhāv"	"162491"	"to run back ; to rush upon (acc.) ; to attack"	"X"
"vibhā"	"163505"	"to shine or gleam forth ; to come to light ; to become visible ; to appear ; to shine upon ; to illumine ; to procure light ; to kindle (fire) ; to shine brightly ; to glitter ; to be resplendent or beautiful ; to strike or catch the eye ; to excel by (instr.) ; to strike the ear ; to be heard (as sound) ; to seem or appear as ; to look like (nom. with or without iva)"	"X"
"tūla"	"83130"	"cotton"	"X"
"narottama"	"44334"	"name of Viṣṇu ; name of Sch. on the Adhyātmarāmāyaṇa ; name of Buddha ; a king"	"X"
"palāyana"	"92493"	"fleeing ; flight ; escape ; a saddle"	"X"
"aṅganā"	"6223"	"any woman or female ; (in astron.) Virgo ; the female elephant of the north"	"X"
"ekāyana"	"39535"	"a narrow way or path accessible for only one person ; the only way or manner of conduct ; worldly wisdom ; meeting-place ; centre of union ; absorption in one ; absolute devotedness to one ; unity"	"X"
"pratisaṃvāray"	"212381"	"to keep back"	"X"
"bahuguṇa"	"147643"	"many-threaded (as a rope) ; manifold ; multifarious ; much ; having many good qualities or virtues"	"X"
"atyantam"	"7394"	"excessively ; exceedingly ; in perpetuity ; absolutely ; completely ; to the end"	"X"
"abhikāma"	"22090"	"affectionate ; loving ; desirous (with acc. or ifc.)"	"X"
"prahva"	"155852"	"bowed ; stooping ; humble ; modest ; inclined towards i.e. intent upon ; devoted to ; engaged in ; sloping ; bent"	"X"
"avyasana"	"210257"	"luck ; successful effort"	"X"
"abāla"	"171322"	"not young"	"X"
"kṛśa"	"3993"	"lean ; emaciated ; thin ; spare ; weak ; feeble ; small ; little ; minute ; insignificant"	"X"
"pīvara"	"144356"	"fat ; stout ; large ; plump ; thick ; dense ; full of or abounding with (comp.)"	"X"
"kṣepaṇī"	"135489"	"an oar ; a kind of net ; casting ; a vessel (for water)"	"X"
"aparokṣa"	"21084"	"not invisible ; perceptible"	"X"
"vyāyāma"	"121142"	"dragging different ways ; contest ; strife ; struggle ; exertion ; manly effort ; athletic or gymnastic exercise ; exercise or practise in ; (with Buddhists) right exercise or training ; a particular measure of length ; fathom ; a difficult passage ; any difficulty (?)"	"X"
"grahaṇa"	"156931"	"the hand ; an organ of sense ; a prisoner ; a word mentioned or employed ; seizing ; holding ; taking ; taking by the hand ; marrying ; catching ; taking captive ; seizure (as by a demon causing diseases) ; demoniacal possession ; seizure of the sun or moon ; eclipse ; gaining ; obtaining ; receiving ; acceptance ; choosing ; purchasing ; taking or drawing up (any fluid) ; the taking up of sound ; echo ; attraction ; putting on (clothes) ; assuming (a shape) ; undertaking ; devoting one's self to (in comp.) ; service ; including ; mentioning ; employing (a word or expression) ; mentioning with praise ; acknowledgement ; assent ; agreement ; perceiving ; understanding ; comprehension ; receiving instruction ; acquirement of any science ; acceptation ; meaning ; effort"	"X"
"pariniṣṭhā"	"172052"	"to rest in ; to accomplish"	"X"
"paryavaskanda"	"20090"	"the act of jumping down (from a carriage)"	"X"
"saraṇa"	"104073"	"running ; quick motion ; moving from one place to another ; locomotion ; running after ; following ; iron rust or filings"	"X"
"sāntarapluta"	"112386"	"a manner of jumping"	"X"
"vyapayāna"	"177091"	"going away"	"X"
"parīkṣ"	"162249"	"to look round ; to inspect carefully ; to try ; to examine ; to find out ; to observe ; to perceive"	"X"
"vetana"	"142352"	"wages ; hire ; salary ; subsistence ; livelihood ; price ; silver"	"X"
"upapāday"	"160456"	"to bring to any state (with two acc.) ; to cause anything (acc.) to arrive at ; to cause to come into the possession of ; to offer ; to present ; to cause to come forth or exist ; to accomplish ; to effect ; to cause ; to produce ; to get ready ; to prepare ; to make fit or adequate for ; to make conformable to ; to furnish or provide or endow with ; to make anything out of ; to examine ; to find out ; to ascertain ; to prove ; to justify ; to attend on a patient ; to physic"	"X"
"goṣṭhī"	"125451"	"an assembly ; meeting ; society ; association ; family connections (esp. the dependent or junior branches) ; partnership ; fellowship ; conversation ; discourse ; dialogue ; a kind of dramatic entertainment in one act ; name of a village"	"X"
"upacāra"	"44912"	"approach ; service ; attendance ; act of civility ; obliging or polite behaviour ; reverence ; proceeding ; practice ; behaviour ; conduct ; mode of proceeding towards (gen.) ; treatment ; attendance on a patient ; medical practice ; physicking ; a ceremony ; present ; offering ; bribe ; solicitation ; request ; ornament ; decoration ; a favourable circumstance ; usage ; custom or manner of speech ; metaphor ; figurative application ; pretence ; pretext ; a kind of Sandhi (substitution of s and ṣ in place of Visarga) ; name of a Pariśiṣṭa of the Sāmaveda"	"X"
"akulīna"	"5292"	"not of good family"	"X"
"satkṛ"	"164922"	"to set right ; to put in order ; to arrange ; to prepare ; to adorn ; to garnish ; to treat well or with respect ; to honour ; to treat or receive hospitably ; to pay the last honours to (acc.) ; to cremate"	"X"
"upakāra"	"44767"	"help ; assistance ; benefit ; service ; favour ; use ; advantage ; preparation ; ornament ; embellishment"	"X"
"lokapāla"	"66925"	"a world-protector ; guardian of the world ; regent of a quarter of the world ; a protector or ruler of the people ; king ; prince ; name of various kings ; name of Avalokitśvara ; protection of the people (?)"	"X"
"apakṣa"	"20720"	"without wings ; without followers or partisans ; not on the same side or party ; adverse ; opposed to"	"X"
"taraṃgin"	"96616"	"wavy ; waving ; moving restlessly to and fro"	"X"
"sambādha"	"103772"	"a throng ; crowd ; contracted space ; the female organ of generation ; pressure ; affliction ; distress ; annoy ; the road to Naraka or hell"	"X"
"paṭṭa"	"15312"	"a slab ; tablet ; (esp.) a copper plate for inscribing royal grants or orders ; the flat or level surface of anything ; a bandage ; ligature ; strip ; fillet ; a frontlet ; turban ; tiara ; diadem"	"X"
"saṃci"	"164897"	"to heap together ; to pile up ; to heap up ; to arrange ; to put in order ; to accumulate ; to gather together ; to collect ; to acquire"	"X"
"parisṛp"	"162233"	"to move round about or to and fro ; to hover ; to creep or crawl upon ; to be near ; to approach ; to go to (acc.)"	"X"
"abhisaṃgup"	"177056"	"to guard ; to shield ; to protect"	"X"
"samudyoga"	"30448"	"thorough preparation ; making ready ; setting about ; employment ; use ; concurrence (of many causes)"	"X"
"bhāgadheya"	"49496"	"a share ; portion ; property ; lot ; fate ; destiny ; prosperity ; the share of a king ; tax ; impost"	"X"
"pratibhā"	"162564"	"to seem fit ; to appear good ; to please to (gen.or acc.) ; to shine upon ; to come in sight ; to appear to the mind ; to become clear ; to seem to"	"X"
"yathāgata"	"73287"	"as previously gone ; as come ; by the way one came ; as one came (into the world) ; without sense ; stupid"	"X"
"upabhuj"	"160496"	"to enjoy ; to eat ; to eat up ; to consume ; to enjoy ; to make use of ; to partake of ; to experience (happiness or misfortune etc.) ; to enjoy (a woman) ; to receive as a reward"	"X"
"yathāvṛtta"	"73514"	"as happened or occurred ; as ensued ; as behaving or conducting one's self"	"X"
"durmada"	"85637"	"mad conception or illusion ; foolish pride or arrogance ; name of a son of Dhṛtarāṣṭra ; name of a son of Dhṛta (father of Pracetas) ; name of a son of Bhadrasena (father of Dhanaka) ; name of a son of Vasudeva and Rohini or Pauravī"	"X"
"cārucitra"	"51124"	"name of a son of Dhṛtarāṣṭra"	"X"
"suvarman"	"97696"	"name of a son of Dhṛtarāṣṭra"	"X"
"duṣkarṇa"	"85903"	"name of a son of Dhṛtarāṣṭra"	"X"
"āhvā"	"160044"	"to call near ; to invoke ; to summon ; to cite ; to provoke ; to challenge ; to emulate ; to call to (especially in rites said of the Hotṛ) ; to proclaim ; to cause to summon ; to invite ; to challenge"	"X"
"saṃharaṇa"	"8514"	"drawing or bringing together ; collecting ; gathering ; binding together ; arranging (accord. to others \"cutting\") ; taking hold of ; seizure ; fetching back (arrows etc. discharged by magical arts) ; destroying ; destruction (opp. to \"creation\") ; kidnapping"	"X"
"anuvṛ"	"158096"	"to cover ; to surround"	"X"
"acintayat"	"171331"	"not thinking ; not considering"	"X"
"vyavasita"	"121005"	"resolution ; determination ; an artifice ; contrivance"	"X"
"jighṛkṣay"	"171686"	"to want to catch"	"X"
"samutsṛj"	"165302"	"to pour out or send forth together ; to hurl ; to throw ; to shoot off (arrows) ; to give forth ; to emit ; to discharge (urine etc.) ; to shed (tears) ; to utter (a curse etc.) ; to leave or abandon or completely put aside ; to put off or down ; to throw into ; to let loose ; to release ; to give up ; to renounce (together or at the same time) ; to deliver over ; to Present to (dat.) ; to give"	"X"
"viśoka"	"47653"	"free from sorrow ; removing sorrow ; containing no description of any sorrow"	"X"
"durmanas"	"85641"	"in bad or low spirits ; sad"	"X"
"saṃrudh"	"164709"	"to stop completely ; to obstruct ; to confine ; to besiege ; to keep off"	"X"
"nisvana"	"212382"	"soundless ; low (voice)"	"X"
"īray"	"158860"	"to bring to life ; to proclaim ; herschaffen"	"X"
"priyatama"	"153203"	"most beloved ; dearest"	"X"
"saṃsthāpay"	"164823"	"to cause to stand up or firm ; to raise on their legs again (fallen horses) ; to raise up ; to restore (dethroned kings) ; to confirm ; to encourage ; to comfort (ātmānam) ; to fix or place upon or in ; to put or add to (uparī) ; to build (a town) ; to heap ; to store up (goods) ; to found ; to establish ; to fix ; to settle ; to introduce ; to set a foot ; to cause to stand still ; to stop ; to restrain ; to suppress (breath) ; to accomplish ; to conclude ; to complete (esp. a rite) ; to put to death ; to kill ; to perform the last office for ; to cremate (a dead body) ; to put to subjection ; to subject ; to lodge"	"X"
"pratipālay"	"162532"	"to protect ; to defend ; to guard ; to keep ; to observe ; to maintain ; to wait ; to wait for ; to expect"	"X"
"muhūrtaka"	"137512"	"a moment ; instant ; an hour ; a group of grandsons of Dakṣa; sons of Muhūrtā"	"X"
"pradhāv"	"162893"	"to run forwards ; to run forth ; to run away ; to set out ; to start ; to run or go to (acc.) ; to pervade ; to permeate ; to become diffused ; to spread"	"X"
"saṃgharṣa"	"9122"	"rubbing together ; friction ; mutual attrition ; rivalry ; envy ; jealousy in regard to (acc. with prati or comp.) ; sexual excitement ; going gently ; gliding"	"X"
"prayojana"	"155496"	"occasion ; object ; cause ; motive ; opportunity ; purpose ; design ; aim ; end ; means of attaining ; (in phil.) a motive for discussing the point in question"	"X"
"sneha"	"103429"	"oiliness ; unctuousness ; fattiness ; greasiness ; lubricity ; viscidity ; oil ; grease ; fat ; any oleaginous substance ; an unguent ; smoothness ; glossiness ; blandness ; tenderness ; love ; attachment to ; fondness or affection for ; friendship with (saha) ; moisture ; a fluid of the body ; name of the Vaiśyas in Kuśadvīpa"	"X"
"asvasti"	"171299"	""	"X"
"āvraj"	"159967"	"to come near ; to proceed to ; to come back or home ; to return"	"X"
"antakāla"	"11660"	"time of death ; death"	"X"
"niḥśalya"	"33914"	"freed from an arrow or from thorns or from pain"	"X"
"ājñā"	"57561"	"order ; command ; authority ; unlimited power ; name of the tenth lunar mansion"	"X"
"niṣpat"	"161524"	"to fly out of (abl.) ; to rush out ; to jump out ; to fall out ; to issue ; to depart ; to hasten away"	"X"
"pravikampay"	"212383"	"to make tremble"	"X"
"ambuda"	"32099"	"cloud ; the plant Cyperus Hexastychius Communis"	"X"
"bhūdhara"	"25113"	"name of Kṛṣṇa ; name of Baṭukabhairava ; a mountain ; a term for the number seven ; name of Śiva or of the serpent-demon Śesha ; [alchemy] a kind of chemical or medical apparatus ; name of several men ; [alchemy] = bhūdharapuṭa ; [arch.] a kind of temple"	"X"
"vāri"	"166113"	"water ; pond ; [alchemy] ???? ; [alchemy] the kañcuka called jala"	"X"
"samabhyudīr"	"212384"	""	"X"
"pramohana"	"154488"	"bewildering the mind"	"X"
